beat_idx,gt_beat,gt_time_s,pred_time_s,err_ms,ok,section_idx,chosen_tracker
385,1099.0000000000102,412.078125,414.26666666666665,2188.54,1,13,Pass2
386,1102.0000000000102,412.9234375,414.6666666666667,1743.23,1,13,Pass2
387,1105.0000000000102,413.8359375,415.06666666666666,1230.73,1,13,Pass2
388,1108.0000000000105,415.1192705,415.4666666666666,347.4,1,13,Pass2
389,1111.0000000000105,416.11875,416.6,481.25,1,13,Pass2
390,1114.0000000000107,417.077083,417.26666666666665,189.58,1,13,Pass2
391,1117.0000000000105,418.121875,418.1666666666667,44.79,1,13,Pass2
392,1120.0000000000107,419.6744795,419.73333333333335,58.85,1,13,Pass2
393,1123.000000000011,421.213542,421.4,186.46,1,13,Pass2
394,1126.0000000000098,422.888542,422.76666666666665,121.88,1,14,Pass1
395,1129.0000000000089,424.603125,424.9,296.88,1,14,Pass1
396,1132.0000000000086,426.105729,425.23333333333335,872.4,1,15,Pass1
397,1135.0000000000082,427.7,427.6666666666667,33.33,1,15,Pass1
398,1138.000000000008,429.304167,429.3333333333333,29.17,1,15,Pass1
399,1141.0000000000075,431.8625,432.06666666666666,204.17,1,15,Pass1
400,1144.000000000006,435.892708,435.9,7.29,1,16,Pass1
401,1147.000000000006,438.0630205,439.3333333333333,1270.31,1,16,Pass1
402,1150.0000000000064,440.233333,440.23333333333335,0.0,1,16,Pass1
403,1153.0000000000064,441.761979,441.4666666666666,295.31,1,16,Pass1
404,1156.0000000000066,443.25468750000016,443.23333333333335,21.35,1,16,Pass1
405,1159.0000000000066,445.0278647500001,444.4333333333333,594.53,1,16,Pass1
406,1162.0000000000066,446.801042,446.8333333333333,32.29,1,16,Pass1
407,1165.0000000000068,448.041667,448.0,41.67,1,16,Pass1
408,1168.0000000000064,449.747917,449.4,347.92,1,16,Pass1
409,1171.0000000000066,451.6682295,451.2,468.23,1,16,Pass1
410,1174.0000000000068,453.588542,452.9,688.54,1,16,Pass1
411,1177.000000000008,454.984896,454.6666666666667,318.23,1,16,Pass1
412,1180.0000000000086,456.166667,456.1666666666667,0.0,1,16,Pass1
413,1183.0000000000089,457.6484375,457.4666666666666,181.77,1,16,Pass1
414,1186.000000000009,459.130208,459.1666666666667,36.46,1,16,Pass1
415,1189.0000000000102,460.4140625,460.1666666666667,247.4,1,16,Pass1
416,1192.0000000000111,461.524479,461.3,224.48,1,16,Pass1
417,1195.000000000011,462.4140625,462.4666666666666,52.6,1,16,Pass1
418,1198.000000000011,463.365625,463.26666666666665,98.96,1,16,Pass1
419,1201.0000000000111,464.269792,464.23333333333335,36.46,1,16,Pass1
420,1204.0000000000111,465.096875,465.0,96.88,1,16,Pass1
421,1207.000000000011,465.9020835,465.8666666666667,35.42,1,16,Pass1
422,1210.0000000000111,466.665104,466.6333333333333,31.77,1,16,Pass1
423,1213.0000000000105,467.5078125,467.5,7.81,1,16,Pass1
424,1216.0000000000102,469.117708,469.03333333333336,84.37,1,16,Pass1
425,1219.0000000000102,470.865625,470.9,34.37,1,16,Pass1
426,1222.0000000000098,471.964583,471.8666666666667,97.92,1,16,Pass1
427,1225.0000000000125,473.021354,473.1,78.65,1,17,Pass1
428,1228.0000000000225,475.559896,474.4,1159.8960000000034,1,18,Dixon+CQT
429,1229.0000000000225,476.11875,475.8666666666667,252.08333333330305,1,18,Dixon+CQT
430,1230.0000000000184,476.44375,476.4,43.75000000004548,1,18,Dixon+CQT
431,1231.0000000000184,476.6979165,476.76666666666665,68.75016666663214,1,18,Dixon+CQT
432,1232.0000000000146,476.945833,476.9666666666666,20.83366666664688,1,18,Dixon+CQT
433,1233.0000000000148,477.133854,477.26666666666665,132.81266666666625,1,18,Dixon+CQT
434,1234.0000000000111,477.358333,477.5,141.666999999984,1,18,Dixon+CQT
435,1235.0000000000111,477.5645835,477.5,64.58349999996926,1,18,Dixon+CQT
436,1236.0000000000075,477.7385415,477.5,238.54149999999663,1,18,Dixon+CQT
437,1237.0000000000075,477.9895835,477.5,489.58349999998063,1,18,Dixon+CQT
438,1238.000000000004,478.23125000000016,478.3666666666667,135.41666666651508,1,18,Dixon+CQT
439,1239.000000000004,478.4140625,478.56666666666666,152.60416666666288,1,18,Dixon+CQT
440,1240.0000000000002,478.609375,479.3,690.6250000000114,1,18,Dixon+CQT
441,1241.0000000000005,478.7875,479.3,512.4999999999886,1,18,Dixon+CQT
442,1241.9999999999975,479.0,479.3,300.00000000001137,1,18,Dixon+CQT
443,1242.999999999997,479.1583335,483.4333333333333,4274.999833333368,1,18,Dixon+CQT
444,1243.9999999999936,479.39375,482.76666666666665,3372.91666666664,1,18,Dixon+CQT
445,1244.999999999993,479.761458,483.1666666666667,3405.208666666681,1,18,Dixon+CQT
446,1245.999999999992,479.966667,481.1333333333333,1166.6663333333531,1,18,Dixon+CQT
447,1246.9999999999916,480.188021,481.1333333333333,945.3123333333338,1,18,Dixon+CQT
448,1247.9999999999911,480.379167,481.1333333333333,754.1663333333304,1,18,Dixon+CQT
449,1248.9999999999902,480.577083,481.1333333333333,556.2503333333098,1,18,Dixon+CQT
450,1249.9999999999898,480.758333,481.1333333333333,375.0003333333325,1,18,Dixon+CQT
451,1250.9999999999893,480.938542,481.1333333333333,194.79133333334173,1,18,Dixon+CQT
452,1251.9999999999889,481.128125,481.1333333333333,5.2083333333143855,1,18,Dixon+CQT
453,1252.9999999999882,481.384896,481.1333333333333,251.5626666666435,1,18,Dixon+CQT
454,1253.9999999999875,481.631771,481.1333333333333,498.437666666689,1,18,Dixon+CQT
455,1254.999999999988,481.8046875,481.1333333333333,671.3541666666742,1,18,Dixon+CQT
456,1255.9999999999864,481.9895835,481.1333333333333,856.2501666666549,1,18,Dixon+CQT
457,1256.9999999999864,482.178125,481.1333333333333,1044.791666666697,1,18,Dixon+CQT
458,1257.9999999999854,482.404167,483.8333333333333,1429.1663333333418,1,18,Dixon+CQT
459,1258.9999999999854,482.5666665,484.23333333333335,1666.666833333352,1,18,Dixon+CQT
460,1259.999999999984,482.811458,484.56666666666666,1755.2086666666469,1,18,Dixon+CQT
461,1260.9999999999843,483.1546875,484.6666666666667,1511.9791666666629,1,18,Dixon+CQT
462,1261.999999999985,483.442708,483.53333333333336,90.62533333337797,1,18,Dixon+CQT
463,1262.9999999999843,483.679167,483.8,120.83300000000465,1,18,Dixon+CQT
464,1263.999999999984,483.8640625,485.6,1735.937500000034,1,18,Dixon+CQT
465,1264.999999999984,484.0692705,485.9666666666666,1897.396166666624,1,18,Dixon+CQT
466,1265.9999999999834,484.2682295,486.3333333333333,2065.1038333332963,1,18,Dixon+CQT
467,1266.999999999984,484.455208,486.4333333333333,1978.1253333333095,1,18,Dixon+CQT
468,1267.999999999984,484.716146,486.6,1883.854000000042,1,18,Dixon+CQT
469,1268.9999999999827,484.998958,485.1666666666667,167.7086666666696,1,18,Dixon+CQT
470,1269.9999999999827,485.195833,485.5,304.16700000000674,1,18,Dixon+CQT
471,1270.9999999999825,485.384375,485.56666666666666,182.2916666666856,1,18,Dixon+CQT
472,1271.9999999999816,485.5828125,486.3333333333333,750.5208333333258,1,18,Dixon+CQT
473,1272.9999999999811,485.7875,485.9666666666666,179.1666666666174,1,18,Dixon+CQT
474,1273.9999999999814,485.9958335,486.3333333333333,337.499833333311,1,18,Dixon+CQT
475,1274.999999999981,486.215625,486.4,184.37499999998863,1,18,Dixon+CQT
476,1275.9999999999811,486.508854,486.6333333333333,124.47933333334048,1,18,Dixon+CQT
477,1276.9999999999795,486.7682295,486.9333333333333,165.10383333331902,1,18,Dixon+CQT
478,1277.9999999999798,486.9640625,487.1,135.93750000001137,1,18,Dixon+CQT
479,1278.9999999999793,487.161979,487.3,138.02099999998063,1,18,Dixon+CQT
480,1279.9999999999789,487.359896,487.7,340.10399999999663,1,18,Dixon+CQT
481,1280.9999999999775,487.5682295,487.7,131.770500000016,1,18,Dixon+CQT
482,1281.9999999999775,487.7453125,487.73333333333335,11.979166666662875,1,18,Dixon+CQT
483,1282.999999999978,487.939583,487.73333333333335,206.24966666667888,1,18,Dixon+CQT
484,1283.9999999999768,488.1979165,487.73333333333335,464.5831666666709,1,18,Dixon+CQT
485,1284.9999999999768,488.465625,487.73333333333335,732.2916666666401,1,18,Dixon+CQT
486,1285.999999999976,488.6583335,487.73333333333335,925.0001666666208,1,18,Dixon+CQT
487,1286.9999999999754,488.8541665,487.73333333333335,1120.8331666666709,1,18,Dixon+CQT
488,1287.9999999999743,489.0442705,487.73333333333335,1310.9371666666334,1,18,Dixon+CQT
489,1288.9999999999736,489.252604,487.73333333333335,1519.2706666666709,1,18,Dixon+CQT
490,1289.9999999999732,489.442708,487.73333333333335,1709.3746666666334,1,18,Dixon+CQT
491,1290.9999999999734,489.652083,487.73333333333335,1918.749666666656,1,18,Dixon+CQT
492,1291.999999999973,489.888021,491.3333333333333,1445.3123333333338,1,18,Dixon+CQT
493,1292.9999999999732,490.261458,491.7,1438.541999999984,1,18,Dixon+CQT
494,1293.9999999999736,490.515625,491.7,1184.3749999999886,1,18,Dixon+CQT
495,1294.9999999999732,490.733333,491.7,966.6669999999726,1,18,Dixon+CQT
496,1295.9999999999734,490.938021,491.7,761.9789999999966,1,18,Dixon+CQT
497,1296.999999999973,491.1484375,491.7,551.5624999999886,1,18,Dixon+CQT
498,1297.999999999973,491.359375,491.7,340.62499999998863,1,18,Dixon+CQT
499,1298.9999999999725,491.528125,493.4333333333333,1905.2083333333485,1,18,Dixon+CQT
500,1299.9999999999725,491.8083335,493.76666666666665,1958.333166666648,1,18,Dixon+CQT
501,1300.9999999999711,492.0369795,493.9666666666666,1929.6871666666675,1,18,Dixon+CQT
502,1301.9999999999714,492.25,490.6333333333333,1616.6666666666742,1,18,Dixon+CQT
503,1302.999999999971,492.434896,490.6333333333333,1801.5626666666549,1,18,Dixon+CQT
504,1303.9999999999704,492.616667,490.6333333333333,1983.333666666681,1,18,Dixon+CQT
505,1304.9999999999698,492.825,490.6333333333333,2191.666666666663,1,18,Dixon+CQT
506,1305.9999999999702,493.103125,493.3666666666667,263.541666666697,1,18,Dixon+CQT
507,1306.9999999999695,493.382292,493.73333333333335,351.0413333333417,1,18,Dixon+CQT
508,1307.9999999999698,493.748958,493.8,51.04199999999537,1,18,Dixon+CQT
509,1308.9999999999693,494.1953125,494.2,4.687499999988631,1,18,Dixon+CQT
510,1309.9999999999695,494.419792,494.53333333333336,113.54133333338724,1,18,Dixon+CQT
511,1310.9999999999695,494.634375,494.8666666666667,232.29166666669695,1,18,Dixon+CQT
512,1311.9999999999693,494.830208,495.1666666666667,336.45866666665825,1,18,Dixon+CQT
513,1312.9999999999693,495.034375,495.1666666666667,132.29166666667425,1,18,Dixon+CQT
514,1313.9999999999686,495.230208,495.4,169.79199999997263,1,18,Dixon+CQT
515,1314.9999999999688,495.447396,495.56666666666666,119.2706666666936,1,18,Dixon+CQT
516,1315.9999999999684,495.711458,495.8,88.5420000000181,1,18,Dixon+CQT
517,1316.9999999999686,496.0963545,496.1666666666667,70.31216666666751,1,18,Dixon+CQT
518,1317.9999999999682,496.2916665,496.53333333333336,241.6668333333405,1,18,Dixon+CQT
519,1318.9999999999684,496.465625,496.6666666666667,201.04166666669695,1,18,Dixon+CQT
520,1319.9999999999677,496.689583,497.03333333333336,343.7503333333325,1,18,Dixon+CQT
521,1320.9999999999682,496.8989585,497.03333333333336,134.37483333336786,1,18,Dixon+CQT
522,1321.9999999999677,497.0989585,497.23333333333335,134.37483333336786,1,18,Dixon+CQT
523,1322.9999999999677,497.277083,497.8333333333333,556.2503333333098,1,18,Dixon+CQT
524,1323.9999999999677,497.484375,497.9,415.62499999997726,1,18,Dixon+CQT
525,1324.9999999999677,497.699479,497.9333333333333,233.8543333333405,1,18,Dixon+CQT
526,1325.9999999999677,497.88125,497.9333333333333,52.08333333331439,1,18,Dixon+CQT
527,1326.999999999967,498.084375,497.9333333333333,151.0416666666856,1,18,Dixon+CQT
528,1327.9999999999673,498.271875,498.6666666666667,394.7916666666629,1,18,Dixon+CQT
529,1328.9999999999668,498.4875,499.03333333333336,545.8333333333485,1,18,Dixon+CQT
530,1329.999999999967,498.698958,499.1,401.0420000000181,1,18,Dixon+CQT
531,1330.9999999999666,498.904167,499.6,695.8330000000501,1,18,Dixon+CQT
532,1331.9999999999668,499.173958,500.0,826.0419999999726,1,18,Dixon+CQT
533,1332.999999999963,499.434375,500.3666666666667,932.2916666666856,1,18,Dixon+CQT
534,1333.9999999999632,499.640625,499.8333333333333,192.7083333333144,1,18,Dixon+CQT
535,1334.9999999999593,499.834375,499.9666666666666,132.2916666666174,1,18,Dixon+CQT
536,1335.9999999999595,500.023958,499.9666666666666,57.29133333335312,1,18,Dixon+CQT
537,1336.9999999999563,500.227083,501.9333333333333,1706.250333333344,1,18,Dixon+CQT
538,1337.999999999956,500.425,502.23333333333335,1808.333333333337,1,18,Dixon+CQT
539,1338.9999999999527,500.617708,501.56666666666666,948.9586666666696,1,18,Dixon+CQT
540,1339.9999999999525,500.8171875,502.6333333333333,1816.145833333337,1,18,Dixon+CQT
541,1340.9999999999525,501.005208,502.9,1894.7919999999956,1,18,Dixon+CQT
542,1341.999999999952,501.1953125,503.4333333333333,2238.020833333337,1,18,Dixon+CQT
543,1342.9999999999488,501.402083,503.8666666666667,2464.5836666666696,1,18,Dixon+CQT
544,1343.999999999945,501.599479,504.23333333333335,2633.8543333333178,1,18,Dixon+CQT
545,1344.999999999942,501.805208,504.3,2494.792000000018,1,18,Dixon+CQT
546,1345.9999999999382,502.0375,504.3,2262.4999999999886,1,18,Dixon+CQT
547,1346.9999999999352,502.2869795,501.53333333333336,753.6461666666128,1,18,Dixon+CQT
548,1347.999999999931,502.585417,502.56666666666666,18.75033333334386,1,18,Dixon+CQT
549,1348.9999999999316,502.905208,502.9333333333333,28.125333333321123,1,18,Dixon+CQT
550,1349.9999999999286,503.119792,503.3666666666667,246.8746666666561,1,18,Dixon+CQT
551,1350.999999999928,503.33125,503.76666666666665,435.41666666664014,1,18,Dixon+CQT
552,1351.999999999925,503.530208,504.1666666666667,636.4586666666696,1,18,Dixon+CQT
553,1352.9999999999247,503.711458,504.2,488.54199999999537,1,18,Dixon+CQT
554,1353.9999999999216,503.919792,504.1666666666667,246.87466666671295,1,18,Dixon+CQT
555,1354.999999999921,504.114583,504.6,485.4170000000408,1,18,Dixon+CQT
556,1355.9999999999186,504.290625,505.1666666666667,876.0416666667084,1,18,Dixon+CQT
557,1356.999999999918,504.473958,505.4,926.0419999999954,1,18,Dixon+CQT
558,1357.9999999999152,504.661979,505.4333333333333,771.3543333333064,1,18,Dixon+CQT
559,1358.999999999915,504.838542,505.4333333333333,594.791333333319,1,18,Dixon+CQT
560,1359.999999999912,505.03125,505.4333333333333,402.0833333333371,1,18,Dixon+CQT
561,1360.9999999999116,505.225,507.0,1774.9999999999773,1,18,Dixon+CQT
562,1361.9999999999086,505.4177085,507.4333333333333,2015.6248333333335,1,18,Dixon+CQT
563,1362.9999999999093,505.654167,506.3333333333333,679.1663333333418,1,18,Dixon+CQT
564,1363.9999999999052,506.090104,506.4333333333333,343.2293333333405,1,18,Dixon+CQT
565,1364.9999999999056,506.37682300000006,506.4333333333333,56.5103333332786,1,18,Dixon+CQT
566,1365.9999999999052,506.663542,506.9333333333333,269.7913333333304,1,18,Dixon+CQT
567,1366.9999999999054,506.995833,507.1,104.1670000000181,1,18,Dixon+CQT
568,1367.9999999999052,507.23125,507.1,131.2499999999659,1,18,Dixon+CQT
569,1368.9999999999056,507.4625,507.1,362.4999999999545,1,18,Dixon+CQT
570,1369.9999999999054,507.663542,507.1,563.541999999984,1,18,Dixon+CQT
571,1370.999999999906,508.01875,507.1,918.7499999999886,1,18,Dixon+CQT
572,1371.9999999999056,508.182292,507.1,1082.2919999999954,1,18,Dixon+CQT
573,1372.9999999999063,508.55625,507.1,1456.2499999999543,1,18,Dixon+CQT
574,1373.999999999906,508.720833,507.1,1620.8330000000046,1,18,Dixon+CQT
575,1374.9999999999063,509.088542,507.1,1988.5419999999956,1,18,Dixon+CQT
576,1375.999999999907,509.23125000000016,507.1,2131.2500000001364,1,18,Dixon+CQT
577,1376.9999999999068,509.558333,509.7,141.666999999984,1,18,Dixon+CQT
578,1377.999999999907,509.760417,509.9333333333333,172.91633333331902,1,18,Dixon+CQT
579,1378.999999999907,510.020833,510.26666666666665,245.8336666666696,1,18,Dixon+CQT
580,1379.9999999999077,510.5067705,510.6666666666667,159.8961666666696,1,18,Dixon+CQT
581,1380.922916666573,510.992708,510.73333333333335,259.3746666666448,1,18,Dixon+CQT
582,1381.9999999999063,511.23125,511.23333333333335,2.0833333333598603,1,18,Dixon+CQT
583,1383.0770833332388,511.469792,511.56666666666666,96.87466666667888,1,18,Dixon+CQT
584,1383.9999999999052,511.666667,511.8333333333333,166.66633333329628,1,18,Dixon+CQT
585,1384.9999999999047,511.9,512.2333333333333,333.33333333337123,1,18,Dixon+CQT
586,1385.999999999905,512.103125,512.6,496.8750000000455,1,18,Dixon+CQT
587,1386.9999999999045,512.335417,513.0,664.5829999999933,1,18,Dixon+CQT
588,1387.9999999999047,512.5979169999998,513.4,802.0830000001524,1,18,Dixon+CQT
589,1389.0520833332382,512.955208,512.9666666666667,11.458666666726458,1,18,Dixon+CQT
590,1389.999999999905,513.2255205,513.2333333333333,7.812833333332492,1,18,Dixon+CQT
591,1390.9479166665712,513.4958330000002,513.2333333333333,262.49966666682667,1,18,Dixon+CQT
592,1391.9999999999047,513.852083,513.2333333333333,618.7496666666448,1,18,Dixon+CQT
593,1392.999999999904,514.180208,514.2,19.79200000005221,1,18,Dixon+CQT
594,1393.9999999999025,514.5125,514.5666666666667,54.166666666674246,1,18,Dixon+CQT
595,1394.999999999902,514.859375,514.9333333333333,73.95833333328028,1,18,Dixon+CQT
596,1395.9999999999006,515.210417,514.8,410.4170000000522,1,18,Dixon+CQT
597,1396.999999999932,515.7483336,515.7,48.333599999978105,1,18,Dixon+CQT
598,1397.999999999932,516.2862502,516.1,186.25020000001768,1,18,Dixon+CQT
599,1398.999999999932,516.8241668000002,516.5333333333333,290.83346666686793,1,18,Dixon+CQT
600,1399.999999999932,517.3620834,516.9333333333333,428.75006666668014,1,18,Dixon+CQT
601,1400.9520833332651,517.9,517.7666666666667,133.33333333332575,1,18,Dixon+CQT
602,1401.9999999999322,518.2520832499998,518.2666666666667,14.583416666823725,1,18,Dixon+CQT
603,1403.0479166665984,518.6041665,518.6333333333333,29.166833333306386,1,18,Dixon+CQT
604,1403.9999999999318,518.8984375,519.0,101.5625,1,18,Dixon+CQT
605,1404.9999999999318,520.803125,519.3333333333334,1469.7916666666515,1,18,Dixon+CQT
606,1405.999999999931,522.7078125,519.7333333333333,2974.479166666697,1,18,Dixon+CQT
607,1406.9999999999743,524.04869775,528.4,4351.3,1,19,Pass1
608,1407.999999999974,525.389583,528.7333333333333,3343.75,1,19,Pass1
609,1408.9999999999743,526.3482636666666,529.3,2951.74,1,19,Pass1
610,1409.9999999999743,527.3069443333334,530.0333333333333,2726.39,1,19,Pass1
611,1410.9999999999477,528.265625,530.3333333333334,2067.71,1,20,Pass1
612,1411.9999999999468,528.6296875,530.7666666666667,2136.98,1,20,Pass1
613,1412.999999166614,529.13515625,531.1333333333333,1998.18,1,20,Pass1
614,1413.999999999947,529.640625,531.2,1559.38,1,20,Pass1
615,1414.9999991666148,530.1815971666666,531.2333333333333,1051.74,1,20,Pass1
616,1415.9999991666143,530.7225693333334,531.3,577.43,1,20,Pass1
617,1417.0374999999474,531.2635415,531.3666666666667,103.13,1,20,Pass1
618,1417.999999166614,531.71276025,531.8333333333334,120.57,1,20,Pass1
619,1418.962499999946,532.161979,532.3333333333334,171.35,1,20,Pass1
620,1419.999999999945,532.666146,532.7333333333333,67.19,1,20,Pass1
621,1420.9999991666125,534.4747394999998,533.2,1274.74,1,20,Pass1
622,1421.9999999999454,536.283333,533.5666666666667,2716.67,1,20,Pass1
623,1422.9999995833064,537.611979,533.6666666666666,3945.31,1,21,Pass1
624,1423.999999999973,538.940625,534.3,4640.62,1,21,Pass1
625,1424.999999583306,540.033507,534.7,5333.51,1,21,Pass1
626,1425.999999583306,541.1263889999999,535.6,5526.39,1,21,Pass1
627,1426.9999999999452,542.2192709999998,537.0333333333333,5185.94,1,22,Pass1
628,1427.9999999999438,542.6541665,537.1,5554.17,1,22,Pass1
629,1429.0000008332777,543.140104,537.4333333333333,5706.77,1,22,Pass1
630,1429.9999999999443,543.6260414999998,541.6333333333333,1992.71,1,22,Pass1
631,1431.0000002777597,544.8773437499998,544.5333333333333,344.01,1,23,Pass1
632,1431.9999999999818,546.128646,545.0,1128.65,1,23,Pass1
633,1433.00000027776,546.7052082499998,545.5333333333333,1171.87,1,23,Pass1
634,1433.9999999999825,547.2817705,547.1333333333333,148.44,1,23,Pass1
635,1435.0000008332795,547.6166665000002,547.7,83.33,1,24,Pass1
636,1435.9999999999457,547.9515625,547.7333333333333,218.23,1,24,Pass1
637,1437.0000008332795,548.2338540000002,547.9666666666667,267.19,1,24,Pass1
638,1437.9999999999452,548.5161455,548.5666666666667,50.52,1,24,Pass1
639,1439.0000008332784,548.72031225,548.9,179.69,1,24,Pass1
640,1439.999999999944,548.924479,549.2,275.52,1,24,Pass1
641,1441.0000008332777,549.11484375,549.6,485.16,1,24,Pass1
642,1441.9999999999438,549.3052084999998,549.7333333333333,428.12,1,24,Pass1
643,1443.0000008332768,549.4815105,549.8,318.49,1,24,Pass1
644,1443.9999999999432,549.6578125,549.8333333333334,175.52,1,24,Pass1
645,1445.0000008332763,550.066796875,549.9,166.8,1,24,Pass1
646,1446.0000008332763,550.47578125,550.5666666666667,90.89,1,24,Pass1
647,1447.0000008332768,550.884765625,551.1333333333333,248.57,1,24,Pass1
648,1447.9999999999427,551.29375,551.2,93.75,1,24,Pass1
649,1449.0000008332763,551.8205730000002,551.4,420.57,1,24,Pass1
650,1450.0000008332763,552.347396,551.8,547.4,1,24,Pass1
651,1451.0000008332763,552.874219,551.9,974.22,1,24,Pass1
652,1451.9999999999432,553.401042,554.0666666666667,665.62,1,24,Pass1
